timestep,location_id,location_type,capacity,occupancy,utilization_rate,infectious_count,symptomatic_count,masked_count,vaccinated_count,avg_age,male_count,female_count
120,517,household,-1,2,2.0,0,0,0,0,50.0,0,0
120,518,household,-1,3,3.0,0,0,0,0,46.333333333333336,0,0
120,519,household,-1,7,7.0,0,0,0,0,43.285714285714285,0,0
120,520,household,-1,5,5.0,0,0,0,0,38.2,0,0
120,521,household,-1,2,2.0,0,0,0,0,39.5,0,0
120,522,household,-1,4,4.0,0,0,0,0,37.5,0,0
120,523,household,-1,3,3.0,0,0,0,0,40.333333333333336,0,0
120,524,household,-1,2,2.0,0,0,0,0,27.5,0,0
120,525,household,-1,2,2.0,0,0,0,0,51.5,0,0
120,526,household,-1,2,2.0,0,0,0,0,51.0,0,0
120,527,household,-1,3,3.0,0,0,0,0,46.0,0,0
120,528,household,-1,3,3.0,0,0,0,0,40.333333333333336,0,0
120,529,household,-1,2,2.0,0,0,0,0,52.0,0,0
120,530,household,-1,2,2.0,0,0,0,0,28.0,0,0
120,531,household,-1,7,7.0,0,0,0,0,27.714285714285715,0,0
120,532,household,-1,2,2.0,0,0,0,0,55.5,0,0
120,533,household,-1,2,2.0,0,0,0,0,49.0,0,0
120,534,household,-1,2,2.0,0,0,0,0,35.0,0,0
120,535,household,-1,3,3.0,0,0,0,0,22.0,0,0
120,536,household,-1,2,2.0,0,0,0,0,26.5,0,0
120,537,household,-1,2,2.0,0,0,0,0,50.0,0,0
120,538,household,-1,7,7.0,0,0,0,0,58.57142857142857,0,0
120,539,household,-1,3,3.0,0,0,0,0,59.333333333333336,0,0
120,540,household,-1,3,3.0,0,0,0,0,41.0,0,0
120,541,household,-1,2,2.0,0,0,0,0,28.5,0,0
120,542,household,-1,2,2.0,0,0,0,0,30.0,0,0
120,543,household,-1,4,4.0,0,0,0,0,19.0,0,0
120,544,household,-1,4,4.0,0,0,0,0,35.0,0,0
120,545,household,-1,2,2.0,0,0,0,0,53.0,0,0
120,546,household,-1,4,4.0,0,0,0,0,61.25,0,0
120,547,household,-1,2,2.0,0,0,0,0,46.0,0,0
120,548,household,-1,2,2.0,0,0,0,0,49.5,0,0
120,549,household,-1,2,2.0,0,0,0,0,43.5,0,0
120,550,household,-1,5,5.0,0,0,0,0,46.0,0,0
120,551,household,-1,3,3.0,0,0,0,0,39.666666666666664,0,0
120,552,household,-1,5,5.0,0,0,0,0,48.6,0,0
120,553,household,-1,3,3.0,0,0,0,0,32.333333333333336,0,0
120,554,household,-1,4,4.0,0,0,0,0,68.0,0,0
120,555,household,-1,4,4.0,0,0,0,0,31.5,0,0
120,556,household,-1,3,3.0,0,0,0,0,18.666666666666668,0,0
120,557,household,-1,2,2.0,0,0,0,0,44.0,0,0
120,558,household,-1,4,4.0,0,0,0,0,51.0,0,0
120,559,household,-1,2,2.0,0,0,0,0,37.5,0,0
120,560,household,-1,2,2.0,0,0,0,0,25.5,0,0
120,561,household,-1,5,5.0,0,0,0,0,45.2,0,0
120,562,household,-1,4,4.0,0,0,0,0,39.0,0,0
120,563,household,-1,5,5.0,0,0,0,0,47.6,0,0
120,564,household,-1,5,5.0,0,0,0,0,35.4,0,0
120,565,household,-1,4,4.0,0,0,0,0,29.5,0,0
120,566,household,-1,5,5.0,0,0,0,0,43.8,0,0
120,567,household,-1,2,2.0,0,0,0,0,30.0,0,0
120,568,household,-1,2,2.0,0,0,0,0,55.5,0,0
120,569,household,-1,3,3.0,0,0,0,0,28.666666666666668,0,0
120,570,household,-1,2,2.0,0,0,0,0,37.0,0,0
120,571,household,-1,4,4.0,0,0,0,0,49.25,0,0
120,572,household,-1,2,2.0,0,0,0,0,51.5,0,0
120,573,household,-1,2,2.0,0,0,0,0,46.5,0,0
120,574,household,-1,6,6.0,0,0,0,0,46.166666666666664,0,0
120,575,household,-1,3,3.0,0,0,0,0,25.0,0,0
120,576,household,-1,2,2.0,0,0,0,0,75.5,0,0
120,577,household,-1,4,4.0,0,0,0,0,33.75,0,0
120,578,household,-1,2,2.0,0,0,0,0,30.0,0,0
120,579,household,-1,4,4.0,0,0,0,0,22.5,0,0
120,580,household,-1,4,4.0,0,0,0,0,28.25,0,0
120,581,household,-1,2,2.0,0,0,0,0,32.0,0,0
120,582,household,-1,3,3.0,0,0,0,0,44.0,0,0
120,583,household,-1,3,3.0,0,0,0,0,32.666666666666664,0,0
120,584,household,-1,2,2.0,0,0,0,0,24.0,0,0
120,585,household,-1,2,2.0,0,0,0,0,37.0,0,0
120,586,household,-1,2,2.0,0,0,0,0,34.5,0,0
120,587,household,-1,2,2.0,0,0,0,0,39.5,0,0
120,588,household,-1,3,3.0,0,0,0,0,42.666666666666664,0,0
120,589,household,-1,2,2.0,0,0,0,0,68.0,0,0
120,590,household,-1,2,2.0,0,0,0,0,23.5,0,0
120,591,household,-1,2,2.0,0,0,0,0,36.0,0,0
120,592,household,-1,2,2.0,0,0,0,0,32.5,0,0
120,593,household,-1,3,3.0,0,0,0,0,39.666666666666664,0,0
120,594,household,-1,2,2.0,0,0,0,0,58.5,0,0
120,595,household,-1,2,2.0,0,0,0,0,51.0,0,0
120,596,household,-1,2,2.0,0,0,0,0,36.0,0,0
120,597,household,-1,2,2.0,0,0,0,0,44.0,0,0
120,598,household,-1,2,2.0,0,0,0,0,57.0,0,0
120,599,household,-1,2,2.0,0,0,0,0,58.5,0,0
120,600,household,-1,3,3.0,0,0,0,0,37.0,0,0
120,601,household,-1,2,2.0,0,0,0,0,33.0,0,0
120,602,household,-1,3,3.0,0,0,0,0,38.333333333333336,0,0
120,603,household,-1,2,2.0,0,0,0,0,24.0,0,0
120,604,household,-1,2,2.0,0,0,0,0,53.5,0,0
120,605,household,-1,2,2.0,0,0,0,0,29.5,0,0
120,606,household,-1,2,2.0,0,0,0,0,35.0,0,0
120,607,household,-1,2,2.0,0,0,0,0,25.5,0,0
120,608,household,-1,4,4.0,0,0,0,0,40.75,0,0
120,609,household,-1,4,4.0,0,0,0,0,74.0,0,0
120,610,household,-1,3,3.0,0,0,0,0,24.666666666666668,0,0
120,611,household,-1,4,4.0,0,0,0,0,28.75,0,0
120,612,household,-1,2,2.0,0,0,0,0,36.0,0,0
120,613,household,-1,2,2.0,0,0,0,0,33.0,0,0
120,614,household,-1,4,4.0,0,0,0,0,59.75,0,0
120,615,household,-1,2,2.0,0,0,0,0,56.0,0,0
120,616,household,-1,4,4.0,0,0,0,0,24.75,0,0
120,617,household,-1,2,2.0,0,0,0,0,31.0,0,0
120,618,household,-1,2,2.0,0,0,0,0,38.0,0,0
120,619,household,-1,2,2.0,0,0,0,0,73.0,0,0
120,620,household,-1,2,2.0,0,0,0,0,38.0,0,0
120,621,household,-1,2,2.0,0,0,0,0,52.0,0,0
120,622,household,-1,3,3.0,0,0,0,0,40.333333333333336,0,0
120,623,household,-1,2,2.0,0,0,0,0,64.0,0,0
120,624,household,-1,3,3.0,0,0,0,0,21.0,0,0
120,625,household,-1,3,3.0,0,0,0,0,39.333333333333336,0,0
120,626,household,-1,2,2.0,0,0,0,0,63.0,0,0
120,627,household,-1,5,5.0,0,0,0,0,27.8,0,0
120,628,household,-1,3,3.0,0,0,0,0,33.333333333333336,0,0
120,629,household,-1,2,2.0,0,0,0,0,70.0,0,0
120,630,household,-1,2,2.0,0,0,0,0,37.0,0,0
120,631,household,-1,3,3.0,0,0,0,0,46.0,0,0
120,632,household,-1,4,4.0,0,0,0,0,25.0,0,0
120,633,household,-1,2,2.0,0,0,0,0,32.0,0,0
120,634,household,-1,4,4.0,0,0,0,0,43.5,0,0
120,635,household,-1,2,2.0,0,0,0,0,55.5,0,0
120,636,household,-1,2,2.0,0,0,0,0,44.5,0,0
120,637,household,-1,3,3.0,0,0,0,0,55.333333333333336,0,0
120,638,household,-1,4,4.0,0,0,0,0,43.5,0,0
120,639,household,-1,2,2.0,0,0,0,0,26.0,0,0
120,640,household,-1,2,2.0,0,0,0,0,30.0,0,0
120,641,household,-1,5,5.0,0,0,0,0,26.8,0,0
120,642,household,-1,3,3.0,0,0,0,0,31.0,0,0
120,643,household,-1,2,2.0,0,0,0,0,27.5,0,0
120,644,household,-1,6,6.0,0,0,0,0,34.166666666666664,0,0
120,645,household,-1,5,5.0,0,0,0,0,50.6,0,0
120,646,household,-1,4,4.0,0,0,0,0,30.75,0,0
120,647,household,-1,5,5.0,0,0,0,0,31.0,0,0
120,648,household,-1,2,2.0,0,0,0,0,50.0,0,0
120,649,household,-1,4,4.0,0,0,0,0,36.25,0,0
120,650,household,-1,2,2.0,0,0,0,0,17.0,0,0
120,651,household,-1,3,3.0,0,0,0,0,31.333333333333332,0,0
120,652,household,-1,4,4.0,0,0,0,0,20.25,0,0
120,653,household,-1,2,2.0,0,0,0,0,20.5,0,0
120,654,household,-1,6,6.0,0,0,0,0,28.333333333333332,0,0
120,655,household,-1,2,2.0,0,0,0,0,47.0,0,0
120,656,household,-1,2,2.0,0,0,0,0,62.0,0,0
120,657,household,-1,2,2.0,0,0,0,0,49.5,0,0
120,658,household,-1,6,6.0,0,0,0,0,34.5,0,0
120,659,household,-1,5,5.0,0,0,0,0,29.0,0,0
120,660,household,-1,5,5.0,0,0,0,0,32.2,0,0
120,661,household,-1,2,2.0,0,0,0,0,41.5,0,0
120,662,household,-1,2,2.0,0,0,0,0,27.5,0,0
120,663,household,-1,2,2.0,0,0,0,0,51.5,0,0
120,664,household,-1,2,2.0,0,0,0,0,38.0,0,0
120,665,household,-1,3,3.0,0,0,0,0,47.0,0,0
120,666,household,-1,4,4.0,0,0,0,0,41.25,0,0
120,667,household,-1,2,2.0,0,0,0,0,29.0,0,0
120,668,household,-1,5,5.0,0,0,0,0,25.4,0,0
120,669,household,-1,5,5.0,0,0,0,0,39.0,0,0
120,670,household,-1,2,2.0,0,0,0,0,37.0,0,0
120,671,household,-1,2,2.0,0,0,0,0,28.0,0,0
120,672,household,-1,3,3.0,0,0,0,0,44.666666666666664,0,0
120,673,household,-1,4,4.0,0,0,0,0,47.5,0,0
120,674,household,-1,2,2.0,0,0,0,0,51.0,0,0
120,675,household,-1,2,2.0,0,0,0,0,48.0,0,0
120,676,household,-1,3,3.0,0,0,0,0,49.0,0,0
120,677,household,-1,2,2.0,0,0,0,0,59.0,0,0
120,678,household,-1,3,3.0,0,0,0,0,35.0,0,0
120,679,household,-1,2,2.0,0,0,0,0,29.5,0,0
120,680,household,-1,2,2.0,0,0,0,0,32.5,0,0
120,681,household,-1,3,3.0,0,0,0,0,41.0,0,0
120,682,household,-1,5,5.0,0,0,0,0,44.2,0,0
120,683,household,-1,4,4.0,0,0,0,0,22.75,0,0
120,684,household,-1,3,3.0,0,0,0,0,38.333333333333336,0,0
120,685,household,-1,2,2.0,0,0,0,0,52.5,0,0
120,686,household,-1,2,2.0,0,0,0,0,57.0,0,0
120,687,household,-1,6,6.0,0,0,0,0,25.666666666666668,0,0
120,688,household,-1,2,2.0,0,0,0,0,61.0,0,0
120,689,household,-1,3,3.0,0,0,0,0,36.666666666666664,0,0
120,690,household,-1,2,2.0,0,0,0,0,36.5,0,0
120,691,household,-1,2,2.0,0,0,0,0,31.5,0,0
120,692,household,-1,2,2.0,0,0,0,0,43.5,0,0
120,693,household,-1,3,3.0,0,0,0,0,42.333333333333336,0,0
120,694,household,-1,5,5.0,0,0,0,0,31.6,0,0
120,695,household,-1,4,4.0,0,0,0,0,38.5,0,0
120,696,household,-1,2,2.0,0,0,0,0,34.0,0,0
120,697,household,-1,6,6.0,0,0,0,0,47.333333333333336,0,0
120,698,household,-1,3,3.0,0,0,0,0,33.0,0,0
120,699,household,-1,2,2.0,0,0,0,0,28.0,0,0
120,700,household,-1,3,3.0,0,0,0,0,36.333333333333336,0,0
120,701,household,-1,3,3.0,0,0,0,0,28.666666666666668,0,0
120,702,household,-1,2,2.0,0,0,0,0,48.5,0,0
120,703,household,-1,2,2.0,0,0,0,0,29.5,0,0
120,704,household,-1,2,2.0,0,0,0,0,46.5,0,0
120,705,household,-1,2,2.0,0,0,0,0,34.0,0,0
120,706,household,-1,2,2.0,0,0,0,0,50.5,0,0
120,707,household,-1,2,2.0,0,0,0,0,57.0,0,0
120,708,household,-1,3,3.0,0,0,0,0,37.666666666666664,0,0
120,709,household,-1,2,2.0,0,0,0,0,60.0,0,0
120,710,household,-1,4,4.0,0,0,0,0,24.25,0,0
120,711,household,-1,4,4.0,0,0,0,0,56.75,0,0
120,712,household,-1,2,2.0,0,0,0,0,44.5,0,0
120,713,household,-1,2,2.0,0,0,0,0,52.0,0,0
120,714,household,-1,3,3.0,0,0,0,0,32.333333333333336,0,0
120,715,household,-1,4,4.0,0,0,0,0,50.5,0,0
120,716,household,-1,2,2.0,0,0,0,0,49.5,0,0
120,717,household,-1,3,3.0,0,0,0,0,33.666666666666664,0,0
120,718,household,-1,3,3.0,0,0,0,0,41.333333333333336,0,0
120,719,household,-1,2,2.0,0,0,0,0,43.0,0,0
120,720,household,-1,2,2.0,0,0,0,0,28.0,0,0
120,721,household,-1,3,3.0,0,0,0,0,53.666666666666664,0,0
120,722,household,-1,4,4.0,0,0,0,0,40.25,0,0
120,723,household,-1,2,2.0,0,0,0,0,74.0,0,0
120,724,household,-1,2,2.0,0,0,0,0,49.5,0,0
120,725,household,-1,4,4.0,0,0,0,0,19.75,0,0
120,726,household,-1,3,3.0,0,0,0,0,35.333333333333336,0,0
120,727,household,-1,3,3.0,0,0,0,0,38.666666666666664,0,0
120,728,household,-1,5,5.0,0,0,0,0,52.4,0,0
120,729,household,-1,4,4.0,0,0,0,0,31.5,0,0
120,730,household,-1,4,4.0,0,0,0,0,41.5,0,0
120,731,household,-1,2,2.0,0,0,0,0,41.0,0,0
120,732,household,-1,3,3.0,0,0,0,0,49.666666666666664,0,0
120,733,household,-1,3,3.0,0,0,0,0,44.0,0,0
120,734,household,-1,7,7.0,0,0,0,0,31.142857142857142,0,0
120,735,household,-1,4,4.0,0,0,0,0,22.25,0,0
120,736,household,-1,3,3.0,0,0,0,0,20.666666666666668,0,0
120,737,household,-1,2,2.0,0,0,0,0,34.5,0,0
120,738,household,-1,2,2.0,0,0,0,0,33.0,0,0
120,739,household,-1,2,2.0,0,0,0,0,52.0,0,0
120,740,household,-1,2,2.0,0,0,0,0,55.5,0,0
120,741,household,-1,2,2.0,0,0,0,0,77.0,0,0
120,742,household,-1,6,6.0,0,0,0,0,35.833333333333336,0,0
120,743,household,-1,2,2.0,0,0,0,0,59.5,0,0
120,744,household,-1,4,4.0,0,0,0,0,31.25,0,0
120,745,household,-1,5,5.0,0,0,0,0,33.6,0,0
120,746,household,-1,4,4.0,0,0,0,0,51.0,0,0
120,747,household,-1,2,2.0,0,0,0,0,49.0,0,0
120,748,household,-1,4,4.0,0,0,0,0,40.75,0,0
120,749,household,-1,2,2.0,0,0,0,0,41.0,0,0
120,750,household,-1,2,2.0,0,0,0,0,32.5,0,0
120,751,household,-1,5,5.0,0,0,0,0,29.0,0,0
120,752,household,-1,2,2.0,0,0,0,0,37.0,0,0
120,753,household,-1,2,2.0,0,0,0,0,55.0,0,0
120,754,household,-1,3,3.0,0,0,0,0,28.333333333333332,0,0
120,755,household,-1,2,2.0,0,0,0,0,43.0,0,0
120,756,household,-1,4,4.0,0,0,0,0,23.25,0,0
120,757,household,-1,3,3.0,0,0,0,0,32.666666666666664,0,0
120,758,household,-1,3,3.0,0,0,0,0,23.666666666666668,0,0
120,759,household,-1,2,2.0,0,0,0,0,43.0,0,0
120,760,household,-1,3,3.0,0,0,0,0,34.666666666666664,0,0
120,761,household,-1,5,5.0,0,0,0,0,29.8,0,0
120,762,household,-1,2,2.0,0,0,0,0,33.0,0,0
120,763,household,-1,4,4.0,0,0,0,0,30.75,0,0
120,764,household,-1,2,2.0,0,0,0,0,45.5,0,0
120,765,household,-1,4,4.0,0,0,0,0,18.25,0,0
120,766,household,-1,3,3.0,0,0,0,0,40.0,0,0
120,767,household,-1,2,2.0,0,0,0,0,43.0,0,0
120,768,household,-1,2,2.0,0,0,0,0,44.0,0,0
120,769,household,-1,3,3.0,0,0,0,0,49.333333333333336,0,0
120,770,household,-1,3,3.0,0,0,0,0,9.666666666666666,0,0
120,771,household,-1,2,2.0,0,0,0,0,34.5,0,0
120,772,household,-1,5,5.0,0,0,0,0,54.2,0,0
120,773,household,-1,3,3.0,0,0,0,0,37.333333333333336,0,0
120,774,household,-1,2,2.0,0,0,0,0,25.0,0,0
120,775,household,-1,2,2.0,0,0,0,0,35.5,0,0
120,776,household,-1,2,2.0,0,0,0,0,24.0,0,0
120,777,household,-1,5,5.0,0,0,0,0,19.4,0,0
120,778,household,-1,2,2.0,0,0,0,0,16.0,0,0
120,779,household,-1,3,3.0,0,0,0,0,48.0,0,0
120,780,household,-1,2,2.0,0,0,0,0,51.5,0,0
120,781,household,-1,3,3.0,0,0,0,0,44.333333333333336,0,0
120,782,household,-1,2,2.0,0,0,0,0,51.5,0,0
120,783,household,-1,4,4.0,0,0,0,0,53.0,0,0
120,784,household,-1,3,3.0,0,0,0,0,26.666666666666668,0,0
120,785,household,-1,4,4.0,0,0,0,0,19.5,0,0
120,786,household,-1,4,4.0,0,0,0,0,53.5,0,0
120,787,household,-1,3,3.0,0,0,0,0,41.0,0,0
120,788,household,-1,4,4.0,0,0,0,0,32.5,0,0
120,789,household,-1,4,4.0,0,0,0,0,47.75,0,0
120,790,household,-1,3,3.0,0,0,0,0,25.333333333333332,0,0
120,791,household,-1,2,2.0,0,0,0,0,34.5,0,0
120,792,household,-1,4,4.0,0,0,0,0,26.0,0,0
120,793,household,-1,2,2.0,0,0,0,0,48.5,0,0
120,794,household,-1,2,2.0,0,0,0,0,22.5,0,0
120,795,household,-1,2,2.0,0,0,0,0,33.0,0,0
120,796,household,-1,3,3.0,0,0,0,0,36.666666666666664,0,0
120,797,household,-1,2,2.0,0,0,0,0,66.0,0,0
120,798,household,-1,4,4.0,0,0,0,0,33.25,0,0
120,799,household,-1,4,4.0,0,0,0,0,44.0,0,0
120,800,household,-1,4,4.0,0,0,0,0,34.0,0,0
120,801,household,-1,2,2.0,0,0,0,0,43.0,0,0
120,802,household,-1,3,3.0,0,0,0,0,54.333333333333336,0,0
120,803,household,-1,3,3.0,0,0,0,0,27.333333333333332,0,0
120,804,household,-1,2,2.0,0,0,0,0,33.5,0,0
120,805,household,-1,3,3.0,0,0,0,0,39.666666666666664,0,0
120,806,household,-1,2,2.0,0,0,0,0,27.5,0,0
120,807,household,-1,2,2.0,0,0,0,0,50.5,0,0
120,808,household,-1,3,3.0,0,0,0,0,51.666666666666664,0,0
120,809,household,-1,4,4.0,0,0,0,0,28.25,0,0
120,810,household,-1,5,5.0,0,0,0,0,38.0,0,0
120,811,household,-1,3,3.0,0,0,0,0,39.333333333333336,0,0
120,812,household,-1,3,3.0,0,0,0,0,38.333333333333336,0,0
120,813,household,-1,2,2.0,0,0,0,0,52.5,0,0
120,814,household,-1,2,2.0,0,0,0,0,28.0,0,0
120,815,household,-1,4,4.0,0,0,0,0,27.5,0,0
120,816,household,-1,3,3.0,0,0,0,0,54.333333333333336,0,0
120,817,household,-1,5,5.0,0,0,0,0,54.8,0,0
120,818,household,-1,3,3.0,0,0,0,0,26.333333333333332,0,0
120,819,household,-1,3,3.0,0,0,0,0,53.666666666666664,0,0
120,820,household,-1,2,2.0,0,0,0,0,43.5,0,0
120,821,household,-1,3,3.0,0,0,0,0,49.333333333333336,0,0
120,822,household,-1,3,3.0,0,0,0,0,55.0,0,0
120,823,household,-1,3,3.0,0,0,0,0,45.666666666666664,0,0
120,824,household,-1,3,3.0,0,0,0,0,28.0,0,0
120,825,household,-1,2,2.0,0,0,0,0,36.0,0,0
120,826,household,-1,2,2.0,0,0,0,0,45.5,0,0
120,827,household,-1,3,3.0,0,0,0,0,26.0,0,0
120,828,household,-1,2,2.0,0,0,0,0,57.0,0,0
120,829,household,-1,3,3.0,0,0,0,0,39.333333333333336,0,0
120,830,household,-1,2,2.0,0,0,0,0,37.0,0,0
120,831,household,-1,4,4.0,0,0,0,0,27.5,0,0
120,832,household,-1,4,4.0,0,0,0,0,52.5,0,0
120,833,household,-1,2,2.0,0,0,0,0,70.5,0,0
120,834,household,-1,7,7.0,0,0,0,0,49.57142857142857,0,0
120,835,household,-1,5,5.0,0,0,0,0,31.4,0,0
120,836,household,-1,2,2.0,0,0,0,0,32.0,0,0
120,837,household,-1,3,3.0,0,0,0,0,25.0,0,0
120,838,household,-1,2,2.0,0,0,0,0,56.5,0,0
120,839,household,-1,2,2.0,0,0,0,0,47.5,0,0
120,840,household,-1,3,3.0,0,0,0,0,27.0,0,0
120,841,household,-1,2,2.0,0,0,0,0,42.0,0,0
120,842,household,-1,2,2.0,0,0,0,0,27.5,0,0
120,843,household,-1,5,5.0,0,0,0,0,61.4,0,0
120,844,household,-1,6,6.0,0,0,0,0,40.5,0,0
120,845,household,-1,5,5.0,0,0,0,0,17.2,0,0
120,846,household,-1,3,3.0,0,0,0,0,25.333333333333332,0,0
120,847,household,-1,3,3.0,0,0,0,0,38.0,0,0
120,848,household,-1,2,2.0,0,0,0,0,37.0,0,0
120,849,household,-1,5,5.0,0,0,0,0,35.8,0,0
120,850,household,-1,3,3.0,0,0,0,0,43.0,0,0
120,851,household,-1,2,2.0,0,0,0,0,50.0,0,0
120,852,household,-1,3,3.0,0,0,0,0,29.666666666666668,0,0
120,853,household,-1,4,4.0,0,0,0,0,34.25,0,0
120,854,household,-1,2,2.0,0,0,0,0,38.5,0,0
120,855,household,-1,2,2.0,0,0,0,0,72.0,0,0
120,856,household,-1,2,2.0,0,0,0,0,49.5,0,0
120,857,household,-1,2,2.0,0,0,0,0,22.0,0,0
120,858,household,-1,2,2.0,0,0,0,0,43.5,0,0
120,859,household,-1,4,4.0,0,0,0,0,44.25,0,0
120,860,household,-1,3,3.0,0,0,0,0,38.666666666666664,0,0
120,861,household,-1,2,2.0,0,0,0,0,48.0,0,0
120,862,household,-1,2,2.0,0,0,0,0,40.5,0,0
120,863,household,-1,2,2.0,0,0,0,0,60.5,0,0
120,864,household,-1,2,2.0,0,0,0,0,73.5,0,0
120,865,household,-1,4,4.0,0,0,0,0,26.0,0,0
120,866,household,-1,3,3.0,0,0,0,0,33.333333333333336,0,0
120,867,household,-1,2,2.0,0,0,0,0,42.0,0,0
120,868,household,-1,3,3.0,0,0,0,0,35.0,0,0
120,869,household,-1,3,3.0,0,0,0,0,30.666666666666668,0,0
120,870,household,-1,2,2.0,0,0,0,0,16.0,0,0
120,871,household,-1,2,2.0,0,0,0,0,38.0,0,0
120,872,household,-1,2,2.0,0,0,0,0,27.5,0,0
120,873,household,-1,4,4.0,0,0,0,0,38.5,0,0
120,874,household,-1,4,4.0,0,0,0,0,51.0,0,0
120,875,household,-1,2,2.0,0,0,0,0,67.0,0,0
120,876,household,-1,2,2.0,0,0,0,0,43.0,0,0
120,877,household,-1,4,4.0,0,0,0,0,57.25,0,0
120,878,household,-1,3,3.0,0,0,0,0,43.666666666666664,0,0
120,879,household,-1,2,2.0,0,0,0,0,59.5,0,0
120,880,household,-1,2,2.0,0,0,0,0,24.0,0,0
120,881,household,-1,3,3.0,0,0,0,0,28.333333333333332,0,0
120,882,household,-1,3,3.0,0,0,0,0,50.333333333333336,0,0
120,883,household,-1,5,5.0,0,0,0,0,38.6,0,0
120,884,household,-1,3,3.0,0,0,0,0,44.0,0,0
120,885,household,-1,2,2.0,0,0,0,0,62.0,0,0
120,886,household,-1,2,2.0,0,0,0,0,67.0,0,0
120,887,household,-1,2,2.0,0,0,0,0,59.0,0,0
120,888,household,-1,2,2.0,0,0,0,0,59.5,0,0
120,889,household,-1,3,3.0,0,0,0,0,35.666666666666664,0,0
120,890,household,-1,3,3.0,0,0,0,0,28.666666666666668,0,0
120,891,household,-1,4,4.0,0,0,0,0,29.0,0,0
120,892,household,-1,2,2.0,0,0,0,0,42.0,0,0
120,893,household,-1,3,3.0,0,0,0,0,42.333333333333336,0,0
120,894,household,-1,2,2.0,0,0,0,0,37.0,0,0
120,895,household,-1,2,2.0,0,0,0,0,40.0,0,0
120,896,household,-1,5,5.0,0,0,0,0,46.6,0,0
120,897,household,-1,2,2.0,0,0,0,0,34.0,0,0
120,898,household,-1,2,2.0,0,0,0,0,62.0,0,0
120,899,household,-1,2,2.0,0,0,0,0,31.0,0,0
120,900,household,-1,2,2.0,0,0,0,0,38.5,0,0
120,901,household,-1,2,2.0,0,0,0,0,38.5,0,0
120,902,household,-1,2,2.0,0,0,0,0,44.0,0,0
120,903,household,-1,2,2.0,0,0,0,0,31.5,0,0
120,904,household,-1,2,2.0,0,0,0,0,36.5,0,0
120,905,household,-1,2,2.0,0,0,0,0,42.0,0,0
120,906,household,-1,2,2.0,0,0,0,0,29.0,0,0
120,907,household,-1,2,2.0,0,0,0,0,45.5,0,0
120,908,household,-1,2,2.0,0,0,0,0,24.0,0,0
120,909,household,-1,2,2.0,0,0,0,0,49.0,0,0
120,910,household,-1,5,5.0,0,0,0,0,45.6,0,0
120,911,household,-1,2,2.0,0,0,0,0,31.0,0,0
120,912,household,-1,3,3.0,0,0,0,0,26.333333333333332,0,0
120,913,household,-1,2,2.0,0,0,0,0,37.0,0,0
120,914,household,-1,2,2.0,0,0,0,0,29.5,0,0
120,915,household,-1,4,4.0,0,0,0,0,37.75,0,0
120,916,household,-1,4,4.0,0,0,0,0,36.25,0,0
120,917,household,-1,4,4.0,0,0,0,0,33.75,0,0
120,918,household,-1,3,3.0,0,0,0,0,70.33333333333333,0,0
120,919,household,-1,4,4.0,0,0,0,0,37.5,0,0
120,920,household,-1,2,2.0,0,0,0,0,22.0,0,0
120,921,household,-1,2,2.0,0,0,0,0,42.0,0,0
120,922,household,-1,3,3.0,0,0,0,0,37.333333333333336,0,0
120,923,household,-1,3,3.0,0,0,0,0,28.0,0,0
120,924,household,-1,2,2.0,0,0,0,0,55.5,0,0
120,925,household,-1,2,2.0,0,0,0,0,36.5,0,0
120,926,household,-1,5,5.0,0,0,0,0,43.6,0,0
120,927,household,-1,4,4.0,0,0,0,0,36.75,0,0
120,928,household,-1,2,2.0,0,0,0,0,27.5,0,0
120,929,household,-1,2,2.0,0,0,0,0,35.5,0,0
120,930,household,-1,3,3.0,0,0,0,0,10.0,0,0
120,931,household,-1,7,7.0,0,0,0,0,25.285714285714285,0,0
120,932,household,-1,4,4.0,0,0,0,0,42.5,0,0
120,933,household,-1,4,4.0,0,0,0,0,37.5,0,0
120,934,household,-1,2,2.0,0,0,0,0,41.0,0,0
120,935,household,-1,3,3.0,0,0,0,0,29.0,0,0
120,936,household,-1,2,2.0,0,0,0,0,47.0,0,0
120,937,household,-1,4,4.0,0,0,0,0,27.5,0,0
120,938,household,-1,2,2.0,0,0,0,0,40.5,0,0
120,939,household,-1,2,2.0,0,0,0,0,31.5,0,0
120,940,household,-1,6,6.0,0,0,0,0,23.5,0,0
120,941,household,-1,3,3.0,0,0,0,0,40.666666666666664,0,0
120,942,household,-1,4,4.0,0,0,0,0,40.75,0,0
120,943,household,-1,5,5.0,0,0,0,0,39.4,0,0
120,944,household,-1,4,4.0,0,0,0,0,39.25,0,0
120,945,household,-1,3,3.0,0,0,0,0,14.0,0,0
120,946,household,-1,3,3.0,0,0,0,0,23.0,0,0
120,947,household,-1,3,3.0,0,0,0,0,32.333333333333336,0,0
120,948,household,-1,4,4.0,0,0,0,0,53.75,0,0
120,949,household,-1,2,2.0,0,0,0,0,20.5,0,0
120,950,household,-1,2,2.0,0,0,0,0,58.5,0,0
120,951,household,-1,3,3.0,0,0,0,0,40.666666666666664,0,0
120,952,household,-1,3,3.0,0,0,0,0,42.333333333333336,0,0
120,953,household,-1,2,2.0,0,0,0,0,25.0,0,0
120,954,household,-1,4,4.0,0,0,0,0,49.25,0,0
